,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntTotal,TotalPurchaseTimes,TotalCmp,Age,AgeSegment,IncomeSegment,WineSegment,FruitSegment,MeatSegment,FishSegment,SweetSegment,GoldSegment
1003,1987,Graduation,Together,22434.0,1,0,13-02-2013,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,58,5,0,37,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1004,1954,PhD,Married,36930.0,0,1,17-05-2013,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,297,11,0,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1005,1954,Graduation,Single,36130.0,0,1,02-02-2013,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,488,15,2,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
1006,1953,Master,Married,65569.0,0,1,05-11-2012,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,859,21,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
1008,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,69,6,1,56,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
1009,1963,PhD,Single,36736.0,1,1,10-05-2013,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,17,3,0,61,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1010,1979,Graduation,Together,77568.0,0,1,25-08-2012,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,2194,20,3,45,Middle Age (30-49),High Income,PRIORITY Level,Level 1 (Occasional),Level 3 (Frequent),PRIORITY Level,PRIORITY Level,PRIORITY Level
1011,1976,PhD,Together,49187.0,0,1,11-01-2014,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,116,7,0,48,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1012,1978,Graduation,Single,30168.0,1,0,07-03-2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,279,11,0,46,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1013,1968,Master,Together,34053.0,0,1,10-09-2012,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,103,6,0,56,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
1014,1971,Master,Married,38196.0,1,1,18-04-2014,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,44,6,0,53,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1015,1951,Master,Married,59412.0,0,0,19-04-2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,406,14,0,73,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
1016,1965,2n Cycle,Married,70924.0,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,1363,19,1,59,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
1017,1969,Graduation,Together,54165.0,0,0,28-05-2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,236,10,0,55,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1018,1973,Graduation,Married,32300.0,1,0,03-01-2013,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,39,4,0,51,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
1019,1976,Graduation,Single,20180.0,0,0,20-02-2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,137,7,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1020,1973,Graduation,Married,34961.0,1,0,19-06-2014,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,79,7,0,51,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
1021,1974,PhD,Together,28440.0,1,0,07-07-2013,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,63,5,0,50,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1022,1953,PhD,Together,64504.0,1,2,04-03-2013,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,1314,18,1,71,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent)
1023,1966,Master,Together,33564.0,0,1,24-06-2014,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,71,5,0,58,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1024,1978,Graduation,Married,17345.0,1,0,03-11-2012,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,58,5,0,46,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
1025,1967,PhD,Married,56320.0,0,1,08-04-2013,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,702,18,0,57,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
1026,1978,Graduation,Single,28647.0,1,0,21-08-2013,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,94,6,2,46,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1027,1987,Basic,Single,15038.0,1,0,29-01-2013,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,80,5,0,37,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1028,1958,PhD,Divorced,32173.0,0,1,01-08-2013,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,22,4,0,66,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1029,1964,2n Cycle,Together,68316.0,0,1,04-11-2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,1211,27,0,60,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
1030,1971,Graduation,Together,74538.0,0,0,29-06-2013,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,1461,21,2,53,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent),PRIORITY Level,Level 2 (Middle)
1031,1971,Graduation,Single,91700.0,0,0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,1968,19,1,53,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 2 (Middle)
1032,1969,Graduation,Together,68695.0,0,0,25-06-2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,1091,15,0,55,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
1033,1977,2n Cycle,Married,31056.0,1,0,22-01-2013,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,55,4,0,47,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1035,1980,Graduation,Single,28071.0,0,0,29-08-2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,313,11,0,44,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1036,1958,PhD,Together,37334.0,1,1,26-02-2014,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,62,7,0,66,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1037,1972,Master,Single,46423.0,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,92,6,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1038,1971,PhD,Married,37126.0,1,0,30-03-2014,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,72,5,2,53,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
1039,1953,Graduation,Married,47703.0,0,1,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,655,17,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
1040,1959,Graduation,Married,61180.0,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,704,16,1,65,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),PRIORITY Level
1041,1954,Graduation,Married,38998.0,1,1,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,54,5,0,70,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1042,1991,Graduation,Single,8028.0,0,0,18-09-2012,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,178,1,0,33,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
1043,1962,Graduation,Together,76081.0,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,1033,13,1,62,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),PRIORITY Level
1044,1986,Graduation,Together,34728.0,1,0,30-07-2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,36,4,1,38,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1045,1965,Master,Single,33168.0,0,1,13-10-2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,122,7,0,59,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1046,1966,Master,Married,33585.0,0,1,25-09-2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,122,6,0,58,Seniors (50 and above),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1047,1960,PhD,Married,77037.0,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,1123,26,0,64,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
1048,1984,Graduation,Together,35196.0,1,0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,497,12,1,40,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level
1049,1966,Graduation,Married,44529.0,0,1,05-07-2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,691,19,1,58,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1051,1966,PhD,Together,28764.0,1,1,05-06-2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,12,3,1,58,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1052,1949,PhD,Married,69098.0,0,0,16-02-2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,2440,24,0,75,Seniors (50 and above),High Income,PRIORITY Level,Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 1 (Occasional),PRIORITY Level
1053,1970,2n Cycle,Divorced,25959.0,1,1,14-02-2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,56,5,1,54,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1054,1983,Master,Married,27100.0,1,0,05-04-2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,37,4,0,41,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
1055,1985,Graduation,Single,70596.0,0,0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,20,0,39,Middle Age (30-49),High Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
1056,1974,Graduation,Married,42557.0,0,1,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,270,11,0,50,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1057,1951,PhD,Married,53312.0,0,0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,278,11,0,73,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
1058,1952,Graduation,Single,72228.0,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,1250,21,0,72,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1059,1987,Graduation,Together,67605.0,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,938,16,0,37,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
1060,1949,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,1178,17,1,75,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
1061,1958,Graduation,Together,65196.0,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,1155,24,1,66,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),PRIORITY Level
1062,1987,PhD,Single,42000.0,0,0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,653,18,1,37,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
1063,1973,PhD,Divorced,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,4,1,51,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1064,1964,PhD,Married,65526.0,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,506,16,0,60,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
1065,1961,Graduation,Married,16860.0,1,1,12-09-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,38,5,0,63,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
1066,1992,Graduation,Single,83528.0,0,0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,1650,22,3,32,Middle Age (30-49),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 3 (Frequent),PRIORITY Level
1067,1965,2n Cycle,Divorced,64176.0,0,1,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,1826,25,0,59,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,PRIORITY Level
1068,1956,Graduation,Divorced,22304.0,0,0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,18,3,0,68,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
1069,1978,Graduation,Married,67023.0,0,0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,906,23,0,46,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1071,1966,Graduation,Together,70713.0,0,1,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,1477,19,0,58,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level
1072,1955,Graduation,Together,59925.0,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,766,20,0,69,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1073,1953,Graduation,Married,39722.0,0,1,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,47,5,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1074,1958,Graduation,Together,46610.0,0,0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,467,13,0,66,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
1075,1961,Graduation,Together,88347.0,0,0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,2116,20,1,63,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
1076,1981,PhD,Married,87171.0,0,0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,1298,24,2,43,Middle Age (30-49),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
1077,1976,2n Cycle,Together,26907.0,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,4,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
1078,1968,Master,Single,50014.0,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,396,13,0,56,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1079,1978,PhD,Married,41014.0,1,0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,3,0,46,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1080,1965,Graduation,Single,66294.0,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,967,12,0,59,Seniors (50 and above),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
1081,1971,Graduation,Married,36715.0,1,0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,357,13,1,53,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1082,1956,Graduation,Married,79456.0,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,1401,15,1,68,Seniors (50 and above),High Income,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
1083,1982,Graduation,Together,40479.0,1,0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,15,3,0,42,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1084,1970,Master,Single,75345.0,0,0,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,2087,19,2,54,Seniors (50 and above),High Income,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level
1085,1977,Graduation,Married,54233.0,0,1,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,981,22,0,47,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),PRIORITY Level
1086,1970,Graduation,Single,24163.0,1,1,12-10-2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,17,4,0,54,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1087,1958,PhD,Together,84460.0,0,0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,523,22,5,66,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
1088,1983,Graduation,Together,43776.0,1,0,03-05-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,23,3,0,41,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1089,1958,PhD,Single,71691.0,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,1192,16,1,66,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 2 (Middle)
1090,1973,PhD,Married,85844.0,0,0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,1958,19,1,51,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 2 (Middle),PRIORITY Level,Level 2 (Middle)
1091,1974,PhD,Single,39190.0,1,0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,133,7,0,50,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
1093,1972,PhD,Single,38578.0,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,73,6,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
1094,1965,PhD,Married,57236.0,1,1,12-03-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,121,7,0,59,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
1095,1979,Graduation,Single,61825.0,0,1,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,14,0,45,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
